user_id,character_id,user_character_id,num_tries,boost_used,attack_duration,score,character_type,hitpoints
1118.0,74,1118_74,364.0,0.0,32.0,3923.6363636,3,2677
1121.0,74,1121_74,1074.0,1.0,21.0,4834.384273,3,2677
1122.0,74,1122_74,162.0,0.0,16.0,2901.6393443,3,2677
1123.0,74,1123_74,281.0,0.0,19.0,3254.8476454,3,2677
1129.0,74,1129_74,359.0,0.0,19.0,3065.1326053,3,2677
1130.0,74,1130_74,176.0,1.0,17.0,3276.8791627,3,2677
1134.0,74,1134_74,616.0,0.0,39.0,4727.05723,3,2677
1138.0,74,1138_74,495.0,0.0,42.0,4077.373212,3,2677
1139.0,74,1139_74,164.0,1.0,31.0,2665.3354632,3,2677
1145.0,74,1145_74,69.0,1.0,13.0,4013.7299771,3,2677
1148.0,74,1148_74,495.0,0.0,33.0,3976.869455,3,2677
1149.0,74,1149_74,50.0,0.0,18.0,3602.0761246,3,2677
1150.0,74,1150_74,41.0,1.0,22.0,2378.3068783,3,2677
1151.0,74,1151_74,305.0,0.0,45.0,3445.8531431,3,2677
1156.0,74,1156_74,10.0,1.0,40.0,5000.0,3,2677
1158.0,74,1158_74,836.0,1.0,13.0,3640.4999024,3,2677
1164.0,74,1164_74,357.0,0.0,37.0,3700.0527148,3,2677
1165.0,74,1165_74,484.0,1.0,28.0,3859.9081365,3,2677
1179.0,74,1179_74,379.0,0.0,22.0,3635.9908884,3,2677
1191.0,74,1191_74,80.0,1.0,16.0,3073.8552437,3,2677
1192.0,74,1192_74,268.0,0.0,30.0,3251.6053707,3,2677
1195.0,74,1195_74,206.0,1.0,31.0,3243.9431913,3,2677
1203.0,74,1203_74,299.0,0.0,30.0,4902.8985507,3,2677
1209.0,74,1209_74,552.0,1.0,15.0,3639.7748593,3,2677
1210.0,74,1210_74,115.0,0.0,43.0,2689.4018888,3,2677
1213.0,74,1213_74,33.0,1.0,11.0,6312.9770992,3,2677
1214.0,74,1214_74,441.0,0.0,44.0,4436.4944962,3,2677
1219.0,74,1219_74,379.0,1.0,35.0,2978.7934186,3,2677
1220.0,74,1220_74,526.0,1.0,13.0,3483.8523645,3,2677
1227.0,74,1227_74,1476.0,1.0,37.0,3538.7003533,3,2677
1230.0,74,1230_74,582.0,1.0,17.0,4349.875156,3,2677
1231.0,74,1231_74,251.0,0.0,23.0,3361.0930384,3,2677
1233.0,74,1233_74,67.0,1.0,32.0,3232.967033,3,2677
1235.0,74,1235_74,76.0,1.0,13.0,3716.6979362,3,2677
1236.0,74,1236_74,642.0,1.0,37.0,2972.3957284,3,2677
1243.0,74,1243_74,275.0,1.0,33.0,2822.142491,3,2677
1246.0,74,1246_74,452.0,0.0,15.0,3846.4163822,3,2677
1247.0,74,1247_74,225.0,1.0,23.0,3844.0816327,3,2677
1252.0,74,1252_74,259.0,0.0,48.0,5576.4462809,3,2677
1254.0,74,1254_74,49.0,1.0,38.0,3201.3422819,3,2677
1259.0,74,1259_74,194.0,0.0,23.0,3635.3762607,3,2677
1260.0,74,1260_74,245.0,1.0,11.0,4484.3260188,3,2677
1261.0,74,1261_74,499.0,1.0,25.0,3888.9757623,3,2677
1265.0,74,1265_74,897.0,1.0,30.0,3585.1851852,3,2677
1269.0,74,1269_74,248.0,0.0,17.0,3452.3095381,3,2677
1275.0,74,1275_74,141.0,1.0,27.0,3287.6847291,3,2677
1285.0,74,1285_74,128.0,0.0,35.0,3834.2465753,3,2677
1286.0,74,1286_74,341.0,0.0,38.0,3827.5058275,3,2677
1289.0,74,1289_74,156.0,1.0,46.0,2376.3779528,3,2677
1294.0,74,1294_74,391.0,1.0,28.0,3716.7070218,3,2677
1296.0,74,1296_74,337.0,1.0,22.0,3206.6883419,3,2677
1301.0,74,1301_74,587.0,0.0,15.0,4280.6191117,3,2677
1305.0,74,1305_74,77.0,0.0,39.0,3347.1223022,3,2677
1307.0,74,1307_74,216.0,1.0,19.0,3421.8181818,3,2677
1313.0,74,1313_74,370.0,0.0,46.0,3925.0,3,2677
1319.0,74,1319_74,63.0,1.0,34.0,2789.5878525,3,2677
1321.0,74,1321_74,249.0,0.0,15.0,3289.3590542,3,2677
1323.0,74,1323_74,28.0,1.0,34.0,6777.7777777,3,2677
1325.0,74,1325_74,146.0,0.0,23.0,2920.3252032,3,2677
1327.0,74,1327_74,374.0,1.0,36.0,3583.1630568,3,2677
1328.0,74,1328_74,123.0,0.0,12.0,3805.5925433,3,2677
1330.0,74,1330_74,194.0,0.0,42.0,2641.5362731,3,2677
1337.0,74,1337_74,98.0,1.0,45.0,4735.5212355,3,2677
1343.0,74,1343_74,490.0,1.0,48.0,4111.8121276,3,2677
1346.0,74,1346_74,382.0,0.0,46.0,3365.7407407,3,2677
1349.0,74,1349_74,64.0,0.0,40.0,3630.4985337,3,2677
1353.0,74,1353_74,140.0,1.0,19.0,4036.3636363,3,2677
1356.0,74,1356_74,27.0,1.0,28.0,4080.4597701,3,2677
1357.0,74,1357_74,47.0,1.0,12.0,4847.7157361,3,2677
1360.0,74,1360_74,106.0,0.0,12.0,3498.392283,3,2677
1364.0,74,1364_74,135.0,1.0,16.0,3015.0289017,3,2677
1378.0,74,1378_74,116.0,0.0,37.0,3672.9776247,3,2677
1381.0,74,1381_74,185.0,0.0,43.0,4322.3880597,3,2677
1388.0,74,1388_74,343.0,1.0,33.0,2929.1541434,3,2677
1390.0,74,1390_74,368.0,0.0,33.0,4467.6724138,3,2677
1394.0,74,1394_74,587.0,0.0,47.0,3322.3896663,3,2677
1397.0,74,1397_74,244.0,0.0,28.0,3054.6511628,3,2677
1402.0,74,1402_74,204.0,1.0,34.0,3104.1666667,3,2677
1404.0,74,1404_74,178.0,0.0,32.0,4157.2192513,3,2677
1405.0,74,1405_74,151.0,1.0,17.0,2946.7613132,3,2677
1406.0,74,1406_74,1021.0,1.0,44.0,3704.5491079,3,2677
1417.0,74,1417_74,54.0,0.0,11.0,3575.9493671,3,2677
1419.0,74,1419_74,266.0,0.0,13.0,2998.3089064,3,2677
1422.0,74,1422_74,126.0,0.0,31.0,2299.2565056,3,2677
1424.0,74,1424_74,43.0,0.0,35.0,4339.6226415,3,2677
1432.0,74,1432_74,97.0,1.0,39.0,4025.1798561,3,2677
1434.0,74,1434_74,74.0,0.0,22.0,2666.6666667,3,2677
1448.0,74,1448_74,135.0,0.0,16.0,2915.0259067,3,2677
